Date,Year,Month,Day,Season,Cotlook_A_index
9/2/2015,2015,9,2,2015,69.85
9/1/2015,2015,9,1,2015,70.20
8/31/2015,2015,8,31,2014,70.60
8/28/2015,2015,8,28,2014,69.95
8/27/2015,2015,8,27,2014,69.95
8/26/2015,2015,8,26,2014,70.50
8/25/2015,2015,8,25,2014,71.30
8/24/2015,2015,8,24,2014,74.10
8/21/2015,2015,8,21,2014,74.10
8/20/2015,2015,8,20,2014,73.60
8/19/2015,2015,8,19,2014,73.60
8/18/2015,2015,8,18,2014,73.45
8/17/2015,2015,8,17,2014,73.10
8/14/2015,2015,8,14,2014,72.95
8/13/2015,2015,8,13,2014,71.95
8/12/2015,2015,8,12,2014,69.90
8/11/2015,2015,8,11,2014,69.95
8/10/2015,2015,8,10,2014,69.85
8/7/2015,2015,8,7,2014,70.35
8/6/2015,2015,8,6,2014,71.55
8/5/2015,2015,8,5,2014,71.65
8/4/2015,2015,8,4,2014,71.90
8/3/2015,2015,8,3,2014,72.10
7/31/2015,2015,7,31,2014,70.65
7/30/2015,2015,7,30,2014,70.90
7/29/2015,2015,7,29,2014,71.50
7/28/2015,2015,7,28,2014,70.75
7/27/2015,2015,7,27,2014,71.45
7/24/2015,2015,7,24,2014,71.45
7/23/2015,2015,7,23,2014,71.30
7/22/2015,2015,7,22,2014,71.05
7/21/2015,2015,7,21,2014,71.60
7/20/2015,2015,7,20,2014,72.05
7/17/2015,2015,7,17,2014,72.05
7/16/2015,2015,7,16,2014,71.75
7/15/2015,2015,7,15,2014,73.00
7/14/2015,2015,7,14,2014,72.50
7/13/2015,2015,7,13,2014,72.50
7/10/2015,2015,7,10,2014,72.75
7/9/2015,2015,7,9,2014,72.25
7/8/2015,2015,7,8,2014,72.90
7/7/2015,2015,7,7,2014,73.80
7/6/2015,2015,7,6,2014,74.30
7/3/2015,2015,7,3,2014,74.30
7/2/2015,2015,7,2,2014,74.40
7/1/2015,2015,7,1,2014,74.80
6/30/2015,2015,6,30,2014,74.30
6/29/2015,2015,6,29,2014,74.35
6/26/2015,2015,6,26,2014,72.50
6/25/2015,2015,6,25,2014,71.75
6/24/2015,2015,6,24,2014,71.70
6/23/2015,2015,6,23,2014,72.05
6/22/2015,2015,6,22,2014,71.25
6/19/2015,2015,6,19,2014,72.00
6/18/2015,2015,6,18,2014,71.85
6/17/2015,2015,6,17,2014,72.35
6/16/2015,2015,6,16,2014,71.35
6/15/2015,2015,6,15,2014,72.25
6/12/2015,2015,6,12,2014,71.85
6/11/2015,2015,6,11,2014,72.80
6/10/2015,2015,6,10,2014,72.50
6/9/2015,2015,6,9,2014,72.70
6/8/2015,2015,6,8,2014,72.05
6/5/2015,2015,6,5,2014,73.05
6/4/2015,2015,6,4,2014,73.20
6/3/2015,2015,6,3,2014,71.70
6/2/2015,2015,6,2,2014,71.90
6/1/2015,2015,6,1,2014,72.30
5/29/2015,2015,5,29,2014,72.30
5/28/2015,2015,5,28,2014,71.05
5/27/2015,2015,5,27,2014,71.25
5/26/2015,2015,5,26,2014,71.25
5/22/2015,2015,5,22,2014,71.85
5/21/2015,2015,5,21,2014,72.35
5/20/2015,2015,5,20,2014,72.45
5/19/2015,2015,5,19,2014,72.85
5/18/2015,2015,5,18,2014,74.25
5/15/2015,2015,5,15,2014,74.00
5/14/2015,2015,5,14,2014,73.35
5/13/2015,2015,5,13,2014,72.70
5/12/2015,2015,5,12,2014,72.95
5/11/2015,2015,5,11,2014,73.55
5/8/2015,2015,5,8,2014,72.85
5/7/2015,2015,5,7,2014,73.10
5/6/2015,2015,5,6,2014,73.80
5/5/2015,2015,5,5,2014,73.80
5/1/2015,2015,5,1,2014,74.70
4/30/2015,2015,4,30,2014,73.95
4/29/2015,2015,4,29,2014,73.25
4/28/2015,2015,4,28,2014,73.15
4/27/2015,2015,4,27,2014,73.15
4/24/2015,2015,4,24,2014,72.15
4/23/2015,2015,4,23,2014,69.75
4/22/2015,2015,4,22,2014,69.75
4/21/2015,2015,4,21,2014,70.05
4/20/2015,2015,4,20,2014,69.95
4/17/2015,2015,4,17,2014,71.15
4/16/2015,2015,4,16,2014,71.55
4/15/2015,2015,4,15,2014,71.55
4/14/2015,2015,4,14,2014,71.95
4/13/2015,2015,4,13,2014,71.85
4/10/2015,2015,4,10,2014,72.85
4/9/2015,2015,4,9,2014,73.30
4/8/2015,2015,4,8,2014,73.05
4/7/2015,2015,4,7,2014,72.15
4/2/2015,2015,4,2,2014,69.55
4/1/2015,2015,4,1,2014,69.95
3/31/2015,2015,3,31,2014,69.45
3/30/2015,2015,3,30,2014,70.35
3/27/2015,2015,3,27,2014,69.85
3/26/2015,2015,3,26,2014,69.95
3/25/2015,2015,3,25,2014,70.65
3/24/2015,2015,3,24,2014,70.65
3/23/2015,2015,3,23,2014,69.55
3/20/2015,2015,3,20,2014,69.65
3/19/2015,2015,3,19,2014,69.15
3/18/2015,2015,3,18,2014,67.20
3/17/2015,2015,3,17,2014,67.50
3/16/2015,2015,3,16,2014,67.50
3/13/2015,2015,3,13,2014,68.20
3/12/2015,2015,3,12,2014,67.25
3/11/2015,2015,3,11,2014,67.70
3/10/2015,2015,3,10,2014,68.85
3/9/2015,2015,3,9,2014,69.60
3/6/2015,2015,3,6,2014,69.85
3/5/2015,2015,3,5,2014,70.15
3/4/2015,2015,3,4,2014,70.25
3/3/2015,2015,3,3,2014,71.20
3/2/2015,2015,3,2,2014,71.25
2/27/2015,2015,2,27,2014,71.50
2/26/2015,2015,2,26,2014,71.75
2/25/2015,2015,2,25,2014,71.25
2/24/2015,2015,2,24,2014,70.55
2/23/2015,2015,2,23,2014,71.05
2/20/2015,2015,2,20,2014,71.05
2/19/2015,2015,2,19,2014,71.55
2/18/2015,2015,2,18,2014,70.85
2/17/2015,2015,2,17,2014,69.85
2/16/2015,2015,2,16,2014,69.85
2/13/2015,2015,2,13,2014,69.55
2/12/2015,2015,2,12,2014,69.05
2/11/2015,2015,2,11,2014,69.55
2/10/2015,2015,2,10,2014,69.45
2/9/2015,2015,2,9,2014,68.85
2/6/2015,2015,2,6,2014,69.05
2/5/2015,2015,2,5,2014,68.60
2/4/2015,2015,2,4,2014,68.90
2/3/2015,2015,2,3,2014,67.55
2/2/2015,2015,2,2,2014,67.05
1/30/2015,2015,1,30,2014,67.30
1/29/2015,2015,1,29,2014,67.30
1/28/2015,2015,1,28,2014,66.60
1/27/2015,2015,1,27,2014,66.50
1/26/2015,2015,1,26,2014,65.30
1/23/2015,2015,1,23,2014,65.80
1/22/2015,2015,1,22,2014,66.00
1/21/2015,2015,1,21,2014,65.85
1/20/2015,2015,1,20,2014,67.15
1/19/2015,2015,1,19,2014,67.25
1/16/2015,2015,1,16,2014,67.50
1/15/2015,2015,1,15,2014,67.10
1/14/2015,2015,1,14,2014,68.10
1/13/2015,2015,1,13,2014,67.65
1/12/2015,2015,1,12,2014,68.65
1/9/2015,2015,1,9,2014,68.45
1/8/2015,2015,1,8,2014,68.45
1/7/2015,2015,1,7,2014,68.25
1/6/2015,2015,1,6,2014,68.75
1/5/2015,2015,1,5,2014,67.85
1/2/2015,2015,1,2,2014,68.55
12/31/2014,2014,12,31,2014,70.05
12/30/2014,2014,12,30,2014,70.05
12/29/2014,2014,12,29,2014,69.85
12/24/2014,2014,12,24,2014,69.95
12/23/2014,2014,12,23,2014,70.25
12/22/2014,2014,12,22,2014,69.35
12/19/2014,2014,12,19,2014,69.35
12/18/2014,2014,12,18,2014,69.25
12/17/2014,2014,12,17,2014,68.35
12/16/2014,2014,12,16,2014,68.80
12/15/2014,2014,12,15,2014,68.60
12/12/2014,2014,12,12,2014,68.60
12/11/2014,2014,12,11,2014,67.60
12/10/2014,2014,12,10,2014,67.85
12/9/2014,2014,12,9,2014,67.30
12/8/2014,2014,12,8,2014,66.45
12/5/2014,2014,12,5,2014,67.05
12/4/2014,2014,12,4,2014,66.50
12/3/2014,2014,12,3,2014,66.35
12/2/2014,2014,12,2,2014,66.00
12/1/2014,2014,12,1,2014,66.85
11/28/2014,2014,11,28,2014,66.85
11/27/2014,2014,11,27,2014,66.85
11/26/2014,2014,11,26,2014,66.45
11/25/2014,2014,11,25,2014,65.95
11/24/2014,2014,11,24,2014,66.40
11/21/2014,2014,11,21,2014,65.90
11/20/2014,2014,11,20,2014,66.10
11/19/2014,2014,11,19,2014,66.80
11/18/2014,2014,11,18,2014,66.15
11/17/2014,2014,11,17,2014,66.60
11/14/2014,2014,11,14,2014,66.00
11/13/2014,2014,11,13,2014,67.40
11/12/2014,2014,11,12,2014,68.50
11/11/2014,2014,11,11,2014,68.35
11/10/2014,2014,11,10,2014,69.55
11/7/2014,2014,11,7,2014,69.20
11/6/2014,2014,11,6,2014,68.80
11/5/2014,2014,11,5,2014,68.85
11/4/2014,2014,11,4,2014,69.80
11/3/2014,2014,11,3,2014,70.00
10/31/2014,2014,10,31,2014,70.00
10/30/2014,2014,10,30,2014,70.45
10/29/2014,2014,10,29,2014,70.30
10/28/2014,2014,10,28,2014,70.00
10/27/2014,2014,10,27,2014,70.05
10/24/2014,2014,10,24,2014,69.80
10/23/2014,2014,10,23,2014,69.85
10/22/2014,2014,10,22,2014,69.95
10/21/2014,2014,10,21,2014,69.70
10/20/2014,2014,10,20,2014,70.05
10/17/2014,2014,10,17,2014,70.20
10/16/2014,2014,10,16,2014,70.30
10/15/2014,2014,10,15,2014,70.60
10/14/2014,2014,10,14,2014,71.20
10/13/2014,2014,10,13,2014,70.70
10/10/2014,2014,10,10,2014,71.00
10/9/2014,2014,10,9,2014,71.40
10/8/2014,2014,10,8,2014,71.45
10/7/2014,2014,10,7,2014,71.20
10/6/2014,2014,10,6,2014,70.15
10/3/2014,2014,10,3,2014,69.70
10/2/2014,2014,10,2,2014,70.20
10/1/2014,2014,10,1,2014,69.65
9/30/2014,2014,9,30,2014,69.95
9/29/2014,2014,9,29,2014,70.45
9/26/2014,2014,9,26,2014,70.15
9/25/2014,2014,9,25,2014,70.15
9/24/2014,2014,9,24,2014,71.25
9/23/2014,2014,9,23,2014,70.90
9/22/2014,2014,9,22,2014,72.85
9/19/2014,2014,9,19,2014,73.50
9/18/2014,2014,9,18,2014,74.05
9/17/2014,2014,9,17,2014,73.95
9/16/2014,2014,9,16,2014,74.30
9/15/2014,2014,9,15,2014,76.15
9/12/2014,2014,9,12,2014,75.85
9/11/2014,2014,9,11,2014,75.25
9/10/2014,2014,9,10,2014,74.15
9/9/2014,2014,9,9,2014,73.95
9/8/2014,2014,9,8,2014,73.20
9/5/2014,2014,9,5,2014,74.45
9/4/2014,2014,9,4,2014,74.95
9/3/2014,2014,9,3,2014,74.35
9/2/2014,2014,9,2,2014,75.30
9/1/2014,2014,9,1,2014,75.30
8/29/2014,2014,8,29,2013,75.30
8/28/2014,2014,8,28,2013,76.05
8/27/2014,2014,8,27,2013,75.75
8/26/2014,2014,8,26,2013,75.10
8/22/2014,2014,8,22,2013,74.90
8/21/2014,2014,8,21,2013,74.90
8/20/2014,2014,8,20,2013,73.50
8/19/2014,2014,8,19,2013,73.25
8/18/2014,2014,8,18,2013,73.60
8/15/2014,2014,8,15,2013,74.10
8/14/2014,2014,8,14,2013,74.30
8/13/2014,2014,8,13,2013,72.95
8/12/2014,2014,8,12,2013,73.90
8/11/2014,2014,8,11,2013,73.65
8/8/2014,2014,8,8,2013,73.40
8/7/2014,2014,8,7,2013,73.15
8/6/2014,2014,8,6,2013,73.65
8/5/2014,2014,8,5,2013,73.65
8/4/2014,2014,8,4,2013,72.65
8/1/2014,2014,8,1,2013,72.15
7/31/2014,2014,7,31,2013,79.60
7/30/2014,2014,7,30,2013,80.40
7/29/2014,2014,7,29,2013,81.00
7/28/2014,2014,7,28,2013,80.50
7/25/2014,2014,7,25,2013,81.15
7/24/2014,2014,7,24,2013,83.15
7/23/2014,2014,7,23,2013,83.15
7/22/2014,2014,7,22,2013,83.05
7/21/2014,2014,7,21,2013,83.05
7/18/2014,2014,7,18,2013,83.05
7/17/2014,2014,7,17,2013,83.05
7/16/2014,2014,7,16,2013,83.55
7/15/2014,2014,7,15,2013,83.55
7/14/2014,2014,7,14,2013,83.35
7/11/2014,2014,7,11,2013,83.85
7/10/2014,2014,7,10,2013,84.80
7/9/2014,2014,7,9,2013,85.25
7/8/2014,2014,7,8,2013,85.25
7/7/2014,2014,7,7,2013,86.90
7/4/2014,2014,7,4,2013,86.90
7/3/2014,2014,7,3,2013,87.40
7/2/2014,2014,7,2,2013,88.40
7/1/2014,2014,7,1,2013,88.40
6/30/2014,2014,6,30,2013,89.55
6/27/2014,2014,6,27,2013,89.30
6/26/2014,2014,6,26,2013,89.70
6/25/2014,2014,6,25,2013,90.60
6/24/2014,2014,6,24,2013,91.45
6/23/2014,2014,6,23,2013,91.45
6/20/2014,2014,6,20,2013,91.45
6/19/2014,2014,6,19,2013,93.70
6/18/2014,2014,6,18,2013,92.75
6/17/2014,2014,6,17,2013,91.70
6/16/2014,2014,6,16,2013,91.70
6/13/2014,2014,6,13,2013,90.45
6/12/2014,2014,6,12,2013,90.45
6/11/2014,2014,6,11,2013,91.15
6/10/2014,2014,6,10,2013,89.45
6/9/2014,2014,6,9,2013,89.55
6/6/2014,2014,6,6,2013,90.15
6/5/2014,2014,6,5,2013,90.65
6/4/2014,2014,6,4,2013,91.90
6/3/2014,2014,6,3,2013,91.05
6/2/2014,2014,6,2,2013,90.70
5/30/2014,2014,5,30,2013,90.70
5/29/2014,2014,5,29,2013,89.94
5/28/2014,2014,5,28,2013,89.50
5/27/2014,2014,5,27,2013,90.15
5/23/2014,2014,5,23,2013,90.85
5/22/2014,2014,5,22,2013,92.35
5/21/2014,2014,5,21,2013,92.15
5/20/2014,2014,5,20,2013,92.15
5/19/2014,2014,5,19,2013,92.45
5/16/2014,2014,5,16,2013,92.55
5/15/2014,2014,5,15,2013,92.70
5/14/2014,2014,5,14,2013,92.90
5/13/2014,2014,5,13,2013,93.00
5/12/2014,2014,5,12,2013,93.70
5/9/2014,2014,5,9,2013,94.30
5/8/2014,2014,5,8,2013,93.80
5/7/2014,2014,5,7,2013,95.20
5/6/2014,2014,5,6,2013,92.75
5/2/2014,2014,5,2,2013,93.50
5/1/2014,2014,5,1,2013,93.50
4/30/2014,2014,4,30,2013,95.10
4/29/2014,2014,4,29,2013,93.30
4/28/2014,2014,4,28,2013,94.20
4/25/2014,2014,4,25,2013,94.20
4/24/2014,2014,4,24,2013,93.70
4/23/2014,2014,4,23,2013,94.00
4/22/2014,2014,4,22,2013,93.00
4/17/2014,2014,4,17,2013,93.85
4/16/2014,2014,4,16,2013,92.85
4/15/2014,2014,4,15,2013,93.85
4/14/2014,2014,4,14,2013,92.20
4/11/2014,2014,4,11,2013,92.20
4/10/2014,2014,4,10,2013,93.50
4/9/2014,2014,4,9,2013,94.85
4/8/2014,2014,4,8,2013,93.85
4/7/2014,2014,4,7,2013,95.60
4/4/2014,2014,4,4,2013,94.70
4/3/2014,2014,4,3,2013,95.30
4/2/2014,2014,4,2,2013,96.05
4/1/2014,2014,4,1,2013,97.75
3/31/2014,2014,3,31,2013,98.10
3/28/2014,2014,3,28,2013,97.30
3/27/2014,2014,3,27,2013,96.40
3/26/2014,2014,3,26,2013,98.90
3/25/2014,2014,3,25,2013,95.80
3/24/2014,2014,3,24,2013,98.60
3/21/2014,2014,3,21,2013,97.35
3/20/2014,2014,3,20,2013,97.80
3/19/2014,2014,3,19,2013,98.25
3/18/2014,2014,3,18,2013,97.50
3/17/2014,2014,3,17,2013,97.90
3/14/2014,2014,3,14,2013,97.40
3/13/2014,2014,3,13,2013,97.80
3/12/2014,2014,3,12,2013,97.30
3/11/2014,2014,3,11,2013,97.35
3/10/2014,2014,3,10,2013,97.30
3/7/2014,2014,3,7,2013,97.55
3/6/2014,2014,3,6,2013,94.55
3/5/2014,2014,3,5,2013,95.15
3/4/2014,2014,3,4,2013,94.30
3/3/2014,2014,3,3,2013,93.30
2/28/2014,2014,2,28,2013,94.05
2/27/2014,2014,2,27,2013,92.65
2/26/2014,2014,2,26,2013,93.65
2/25/2014,2014,2,25,2013,95.65
2/24/2014,2014,2,24,2013,94.65
2/21/2014,2014,2,21,2013,93.90
2/20/2014,2014,2,20,2013,94.15
2/19/2014,2014,2,19,2013,95.75
2/18/2014,2014,2,18,2013,93.35
2/17/2014,2014,2,17,2013,93.35
2/14/2014,2014,2,14,2013,94.85
2/13/2014,2014,2,13,2013,95.10
2/12/2014,2014,2,12,2013,93.35
2/11/2014,2014,2,11,2013,94.15
2/10/2014,2014,2,10,2013,94.15
2/7/2014,2014,2,7,2013,93.05
2/6/2014,2014,2,6,2013,92.30
2/5/2014,2014,2,5,2013,92.30
2/4/2014,2014,2,4,2013,91.95
2/3/2014,2014,2,3,2013,92.65
1/31/2014,2014,1,31,2013,92.75
1/30/2014,2014,1,30,2013,92.25
1/29/2014,2014,1,29,2013,91.05
1/28/2014,2014,1,28,2013,91.05
1/27/2014,2014,1,27,2013,93.75
1/24/2014,2014,1,24,2013,93.75
1/23/2014,2014,1,23,2013,94.25
1/22/2014,2014,1,22,2013,94.45
1/21/2014,2014,1,21,2013,93.05
1/20/2014,2014,1,20,2013,93.05
1/17/2014,2014,1,17,2013,92.60
1/16/2014,2014,1,16,2013,90.45
1/15/2014,2014,1,15,2013,89.45
1/14/2014,2014,1,14,2013,89.25
1/13/2014,2014,1,13,2013,88.05
1/10/2014,2014,1,10,2013,88.10
1/9/2014,2014,1,9,2013,88.40
1/8/2014,2014,1,8,2013,89.80
1/7/2014,2014,1,7,2013,88.80
1/6/2014,2014,1,6,2013,88.10
1/3/2014,2014,1,3,2013,89.10
1/2/2014,2014,1,2,2013,89.70
12/31/2013,2013,12,31,2013,89.70
12/30/2013,2013,12,30,2013,89.25
12/27/2013,2013,12,27,2013,88.25
12/24/2013,2013,12,24,2013,87.50
12/23/2013,2013,12,23,2013,88.25
12/20/2013,2013,12,20,2013,88.35
12/19/2013,2013,12,19,2013,88.15
12/18/2013,2013,12,18,2013,88.15
12/17/2013,2013,12,17,2013,88.85
12/16/2013,2013,12,16,2013,88.80
12/13/2013,2013,12,13,2013,88.80
12/12/2013,2013,12,12,2013,88.40
12/11/2013,2013,12,11,2013,86.80
12/10/2013,2013,12,10,2013,86.65
12/9/2013,2013,12,9,2013,86.80
12/6/2013,2013,12,6,2013,85.30
12/5/2013,2013,12,5,2013,85.55
12/4/2013,2013,12,4,2013,85.15
12/3/2013,2013,12,3,2013,85.15
12/2/2013,2013,12,2,2013,85.90
11/29/2013,2013,11,29,2013,84.90
11/28/2013,2013,11,28,2013,84.90
11/27/2013,2013,11,27,2013,85.60
11/26/2013,2013,11,26,2013,84.90
11/25/2013,2013,11,25,2013,83.75
11/22/2013,2013,11,22,2013,84.75
11/21/2013,2013,11,21,2013,84.50
11/20/2013,2013,11,20,2013,84.10
11/19/2013,2013,11,19,2013,84.10
11/18/2013,2013,11,18,2013,84.70
11/15/2013,2013,11,15,2013,83.90
11/14/2013,2013,11,14,2013,84.90
11/13/2013,2013,11,13,2013,84.55
11/12/2013,2013,11,12,2013,84.75
11/11/2013,2013,11,11,2013,84.95
11/8/2013,2013,11,8,2013,85.05
11/7/2013,2013,11,7,2013,85.30
11/6/2013,2013,11,6,2013,84.25
11/5/2013,2013,11,5,2013,84.25
11/4/2013,2013,11,4,2013,84.60
11/1/2013,2013,11,1,2013,84.90
10/31/2013,2013,10,31,2013,85.40
10/30/2013,2013,10,30,2013,85.70
10/29/2013,2013,10,29,2013,85.90
10/28/2013,2013,10,28,2013,85.95
10/25/2013,2013,10,25,2013,85.95
10/24/2013,2013,10,24,2013,87.45
10/23/2013,2013,10,23,2013,88.90
10/22/2013,2013,10,22,2013,89.40
10/21/2013,2013,10,21,2013,89.40
10/18/2013,2013,10,18,2013,89.95
10/17/2013,2013,10,17,2013,89.45
10/16/2013,2013,10,16,2013,89.75
10/15/2013,2013,10,15,2013,89.70
10/14/2013,2013,10,14,2013,89.45
10/11/2013,2013,10,11,2013,89.40
10/10/2013,2013,10,10,2013,89.40
10/9/2013,2013,10,9,2013,89.70
10/8/2013,2013,10,8,2013,89.95
10/7/2013,2013,10,7,2013,92.95
10/4/2013,2013,10,4,2013,93.15
10/3/2013,2013,10,3,2013,92.65
10/2/2013,2013,10,2,2013,92.40
10/1/2013,2013,10,1,2013,93.05
9/30/2013,2013,9,30,2013,92.65
9/27/2013,2013,9,27,2013,91.45
9/26/2013,2013,9,26,2013,90.55
9/25/2013,2013,9,25,2013,90.30
9/24/2013,2013,9,24,2013,90.30
9/23/2013,2013,9,23,2013,90.55
9/20/2013,2013,9,20,2013,90.75
9/19/2013,2013,9,19,2013,91.45
9/18/2013,2013,9,18,2013,90.30
9/17/2013,2013,9,17,2013,89.95
9/16/2013,2013,9,16,2013,90.30
9/13/2013,2013,9,13,2013,90.35
9/12/2013,2013,9,12,2013,89.85
9/11/2013,2013,9,11,2013,90.00
9/10/2013,2013,9,10,2013,89.40
9/9/2013,2013,9,9,2013,89.15
9/6/2013,2013,9,6,2013,88.35
9/5/2013,2013,9,5,2013,88.75
9/4/2013,2013,9,4,2013,88.75
9/3/2013,2013,9,3,2013,89.40
9/2/2013,2013,9,2,2013,89.40
8/30/2013,2013,8,30,2012,89.15
8/29/2013,2013,8,29,2012,89.55
8/28/2013,2013,8,28,2012,89.95
8/27/2013,2013,8,27,2012,90.50
8/23/2013,2013,8,23,2012,89.85
8/22/2013,2013,8,22,2012,89.85
8/21/2013,2013,8,21,2012,93.55
8/20/2013,2013,8,20,2012,97.15
8/19/2013,2013,8,19,2012,97.35
8/16/2013,2013,8,16,2012,96.10
8/15/2013,2013,8,15,2012,95.95
8/14/2013,2013,8,14,2012,96.40
8/13/2013,2013,8,13,2012,94.90
8/12/2013,2013,8,12,2012,94.05
8/9/2013,2013,8,9,2012,94.45
8/8/2013,2013,8,8,2012,93.45
8/7/2013,2013,8,7,2012,91.15
8/6/2013,2013,8,6,2012,90.80
8/5/2013,2013,8,5,2012,90.60
8/2/2013,2013,8,2,2012,91.15
8/1/2013,2013,8,1,2012,91.10
7/31/2013,2013,7,31,2012,92.50
7/30/2013,2013,7,30,2012,92.05
7/29/2013,2013,7,29,2012,92.55
7/26/2013,2013,7,26,2012,93.45
7/25/2013,2013,7,25,2012,93.20
7/24/2013,2013,7,24,2012,93.20
7/23/2013,2013,7,23,2012,93.50
7/22/2013,2013,7,22,2012,93.50
7/19/2013,2013,7,19,2012,92.15
7/18/2013,2013,7,18,2012,91.15
7/17/2013,2013,7,17,2012,91.80
7/16/2013,2013,7,16,2012,92.45
7/15/2013,2013,7,15,2012,92.45
7/12/2013,2013,7,12,2012,92.15
7/11/2013,2013,7,11,2012,93.95
7/10/2013,2013,7,10,2012,93.30
7/9/2013,2013,7,9,2012,92.55
7/8/2013,2013,7,8,2012,92.25
7/5/2013,2013,7,5,2012,93.00
7/4/2013,2013,7,4,2012,93.00
7/3/2013,2013,7,3,2012,92.00
7/2/2013,2013,7,2,2012,92.70
7/1/2013,2013,7,1,2012,91.30
6/28/2013,2013,6,28,2012,91.30
6/27/2013,2013,6,27,2012,91.10
6/26/2013,2013,6,26,2012,92.25
6/25/2013,2013,6,25,2012,90.65
6/24/2013,2013,6,24,2012,91.85
6/21/2013,2013,6,21,2012,92.35
6/20/2013,2013,6,20,2012,93.60
6/19/2013,2013,6,19,2012,94.40
6/18/2013,2013,6,18,2012,96.05
6/17/2013,2013,6,17,2012,96.65
6/14/2013,2013,6,14,2012,96.40
6/13/2013,2013,6,13,2012,96.00
6/12/2013,2013,6,12,2012,93.10
6/11/2013,2013,6,11,2012,93.90
6/10/2013,2013,6,10,2012,93.20
6/7/2013,2013,6,7,2012,92.70
6/6/2013,2013,6,6,2012,92.70
6/5/2013,2013,6,5,2012,93.10
6/4/2013,2013,6,4,2012,91.50
6/3/2013,2013,6,3,2012,88.80
5/31/2013,2013,5,31,2012,89.40
5/30/2013,2013,5,30,2012,89.60
5/29/2013,2013,5,29,2012,90.10
5/28/2013,2013,5,28,2012,90.10
5/27/2013,2013,5,27,2012,90.10
5/24/2013,2013,5,24,2012,90.10
5/23/2013,2013,5,23,2012,91.50
5/22/2013,2013,5,22,2012,91.90
5/21/2013,2013,5,21,2012,93.40
5/20/2013,2013,5,20,2012,93.90
5/17/2013,2013,5,17,2012,93.40
5/16/2013,2013,5,16,2012,93.50
5/15/2013,2013,5,15,2012,94.00
5/14/2013,2013,5,14,2012,93.25
5/13/2013,2013,5,13,2012,93.65
5/10/2013,2013,5,10,2012,95.10
5/9/2013,2013,5,9,2012,95.00
5/8/2013,2013,5,8,2012,94.60
5/7/2013,2013,5,7,2012,94.80
5/6/2013,2013,5,6,2012,93.50
5/3/2013,2013,5,3,2012,93.50
5/2/2013,2013,5,2,2012,91.90
5/1/2013,2013,5,1,2012,94.90
4/30/2013,2013,4,30,2012,93.20
4/29/2013,2013,4,29,2012,91.80
4/26/2013,2013,4,26,2012,90.80
4/25/2013,2013,4,25,2012,90.60
4/24/2013,2013,4,24,2012,91.90
4/23/2013,2013,4,23,2012,92.50
4/22/2013,2013,4,22,2012,91.75
4/19/2013,2013,4,19,2012,91.75
4/18/2013,2013,4,18,2012,92.70
4/17/2013,2013,4,17,2012,91.65
4/16/2013,2013,4,16,2012,92.20
4/15/2013,2013,4,15,2012,93.10
4/12/2013,2013,4,12,2012,92.20
4/11/2013,2013,4,11,2012,92.60
4/10/2013,2013,4,10,2012,91.75
4/9/2013,2013,4,9,2012,92.15
4/8/2013,2013,4,8,2012,93.50
4/5/2013,2013,4,5,2012,94.85
4/4/2013,2013,4,4,2012,95.70
4/3/2013,2013,4,3,2012,95.50
4/2/2013,2013,4,2,2012,94.00
4/1/2013,2013,4,1,2012,94.80
3/29/2013,2013,3,29,2012,94.80
3/28/2013,2013,3,28,2012,94.80
3/27/2013,2013,3,27,2012,94.60
3/26/2013,2013,3,26,2012,93.15
3/25/2013,2013,3,25,2012,93.90
3/22/2013,2013,3,22,2012,94.75
3/21/2013,2013,3,21,2012,95.55
3/20/2013,2013,3,20,2012,97.55
3/19/2013,2013,3,19,2012,97.45
3/18/2013,2013,3,18,2012,98.85
3/15/2013,2013,3,15,2012,97.10
3/14/2013,2013,3,14,2012,95.00
3/13/2013,2013,3,13,2012,93.80
3/12/2013,2013,3,12,2012,93.45
3/11/2013,2013,3,11,2012,93.50
3/8/2013,2013,3,8,2012,93.00
3/7/2013,2013,3,7,2012,93.60
3/6/2013,2013,3,6,2012,93.30
3/5/2013,2013,3,5,2012,92.55
3/4/2013,2013,3,4,2012,91.65
3/1/2013,2013,3,1,2012,91.40
2/28/2013,2013,2,28,2012,90.50
2/27/2013,2013,2,27,2012,88.80
2/26/2013,2013,2,26,2012,88.80
2/25/2013,2013,2,25,2012,89.95
2/22/2013,2013,2,22,2012,89.90
2/21/2013,2013,2,21,2012,90.90
2/20/2013,2013,2,20,2012,90.70
2/19/2013,2013,2,19,2012,89.80
2/18/2013,2013,2,18,2012,89.80
2/15/2013,2013,2,15,2012,89.30
2/14/2013,2013,2,14,2012,88.90
2/13/2013,2013,2,13,2012,89.40
2/12/2013,2013,2,12,2012,90.30
2/11/2013,2013,2,11,2012,90.15
2/8/2013,2013,2,8,2012,89.05
2/7/2013,2013,2,7,2012,89.15
2/6/2013,2013,2,6,2012,88.90
2/5/2013,2013,2,5,2012,89.20
2/4/2013,2013,2,4,2012,90.35
2/1/2013,2013,2,1,2012,90.35
1/31/2013,2013,1,31,2012,90.35
1/30/2013,2013,1,30,2012,89.30
1/29/2013,2013,1,29,2012,88.05
1/28/2013,2013,1,28,2012,87.65
1/25/2013,2013,1,25,2012,89.50
1/24/2013,2013,1,24,2012,87.95
1/23/2013,2013,1,23,2012,87.50
