Date,Year,Month,Day,Season,Cotlook_A_index
9/1/2023,2023,9,1,2023,98.05
8/31/2023,2023,8,31,2022,97.95
8/30/2023,2023,8,30,2022,96.95
8/29/2023,2023,8,29,2022,96.95
8/25/2023,2023,8,25,2022,96.10
8/24/2023,2023,8,24,2022,95.85
8/23/2023,2023,8,23,2022,94.40
8/22/2023,2023,8,22,2022,94.10
8/21/2023,2023,8,21,2022,94.10
8/18/2023,2023,8,18,2022,94.10
8/17/2023,2023,8,17,2022,95.15
8/16/2023,2023,8,16,2022,95.65
8/15/2023,2023,8,15,2022,96.95
8/14/2023,2023,8,14,2022,98.35
8/11/2023,2023,8,11,2022,96.70
8/10/2023,2023,8,10,2022,95.90
8/9/2023,2023,8,9,2022,95.90
8/8/2023,2023,8,8,2022,96.05
8/7/2023,2023,8,7,2022,95.05
8/4/2023,2023,8,4,2022,95.60
8/3/2023,2023,8,3,2022,95.60
8/2/2023,2023,8,2,2022,97.25
8/1/2023,2023,8,1,2022,95.75
7/31/2023,2023,7,31,2022,94.90
7/28/2023,2023,7,28,2022,94.90
7/27/2023,2023,7,27,2022,98.00
7/26/2023,2023,7,26,2022,97.20
7/25/2023,2023,7,25,2022,95.40
7/24/2023,2023,7,24,2022,94.65
7/21/2023,2023,7,21,2022,94.35
7/20/2023,2023,7,20,2022,93.80
7/19/2023,2023,7,19,2022,92.45
7/18/2023,2023,7,18,2022,92.40
7/17/2023,2023,7,17,2022,91.50
7/14/2023,2023,7,14,2022,91.90
7/13/2023,2023,7,13,2022,91.90
7/12/2023,2023,7,12,2022,92.10
7/11/2023,2023,7,11,2022,89.55
7/10/2023,2023,7,10,2022,91.35
7/7/2023,2023,7,7,2022,90.85
7/6/2023,2023,7,6,2022,91.75
7/5/2023,2023,7,5,2022,92.95
7/4/2023,2023,7,4,2022,92.95
7/3/2023,2023,7,3,2022,91.95
6/30/2023,2023,6,30,2022,90.25
6/29/2023,2023,6,29,2022,88.90
6/28/2023,2023,6,28,2022,88.70
6/27/2023,2023,6,27,2022,89.30
6/26/2023,2023,6,26,2022,90.10
6/23/2023,2023,6,23,2022,91.70
6/22/2023,2023,6,22,2022,92.00
6/21/2023,2023,6,21,2022,92.15
6/20/2023,2023,6,20,2022,91.65
6/19/2023,2023,6,19,2022,91.65
6/1/2023,2023,6,1,2022,93.75
5/31/2023,2023,5,31,2022,94.15
5/30/2023,2023,5,30,2022,93.75
5/26/2023,2023,5,26,2022,90.65
5/25/2023,2023,5,25,2022,91.95
5/24/2023,2023,5,24,2022,94.45
5/23/2023,2023,5,23,2022,95.40
5/22/2023,2023,5,22,2022,96.95
5/19/2023,2023,5,19,2022,97.50
5/18/2023,2023,5,18,2022,97.85
5/17/2023,2023,5,17,2022,95.05
5/16/2023,2023,5,16,2022,94.15
5/15/2023,2023,5,15,2022,92.45
5/12/2023,2023,5,12,2022,91.85
5/11/2023,2023,5,11,2022,93.20
5/10/2023,2023,5,10,2022,93.45
5/9/2023,2023,5,9,2022,95.70
5/5/2023,2023,5,5,2022,94.20
5/4/2023,2023,5,4,2022,91.20
5/3/2023,2023,5,3,2022,92.95
5/2/2023,2023,5,2,2022,94.15
4/28/2023,2023,4,28,2022,93.15
4/27/2023,2023,4,27,2022,91.45
4/26/2023,2023,4,26,2022,91.70
4/25/2023,2023,4,25,2022,93.75
4/24/2023,2023,4,24,2022,93.30
4/21/2023,2023,4,21,2022,93.30
4/20/2023,2023,4,20,2022,96.90
4/19/2023,2023,4,19,2022,98.15
4/18/2023,2023,4,18,2022,96.65
4/17/2023,2023,4,17,2022,96.40
4/14/2023,2023,4,14,2022,96.85
4/13/2023,2023,4,13,2022,96.10
4/12/2023,2023,4,12,2022,96.40
4/11/2023,2023,4,11,2022,96.15
4/6/2023,2023,4,6,2022,94.85
4/5/2023,2023,4,5,2022,94.85
4/4/2023,2023,4,4,2022,96.25
4/3/2023,2023,4,3,2022,96.75
3/31/2023,2023,3,31,2022,97.55
3/30/2023,2023,3,30,2022,96.70
3/29/2023,2023,3,29,2022,96.50
3/28/2023,2023,3,28,2022,93.85
3/27/2023,2023,3,27,2022,91.05
3/24/2023,2023,3,24,2022,92.05
3/23/2023,2023,3,23,2022,92.80
3/22/2023,2023,3,22,2022,92.30
3/21/2023,2023,3,21,2022,91.80
3/20/2023,2023,3,20,2022,92.30
3/17/2023,2023,3,17,2022,93.55
3/16/2023,2023,3,16,2022,93.55
3/15/2023,2023,3,15,2022,95.80
3/14/2023,2023,3,14,2022,95.55
3/13/2023,2023,3,13,2022,92.55
3/10/2023,2023,3,10,2022,96.55
3/9/2023,2023,3,9,2022,96.95
3/8/2023,2023,3,8,2022,97.20
3/7/2023,2023,3,7,2022,99.40
3/6/2023,2023,3,6,2022,98.90
3/3/2023,2023,3,3,2022,98.40
3/2/2023,2023,3,2,2022,100.10
3/1/2023,2023,3,1,2022,98.60
2/28/2023,2023,2,28,2022,99.35
2/27/2023,2023,2,27,2022,99.35
2/24/2023,2023,2,24,2022,97.35
2/23/2023,2023,2,23,2022,97.10
2/22/2023,2023,2,22,2022,96.85
2/21/2023,2023,2,21,2022,96.85
2/20/2023,2023,2,20,2022,96.85
2/17/2023,2023,2,17,2022,97.35
2/16/2023,2023,2,16,2022,98.25
2/15/2023,2023,2,15,2022,100.85
2/14/2023,2023,2,14,2022,100.85
2/13/2023,2023,2,13,2022,100.55
2/10/2023,2023,2,10,2022,100.85
2/9/2023,2023,2,9,2022,100.75
2/8/2023,2023,2,8,2022,100.95
2/7/2023,2023,2,7,2022,98.80
2/6/2023,2023,2,6,2022,100.70
2/3/2023,2023,2,3,2022,101.70
2/2/2023,2023,2,2,2022,100.95
2/1/2023,2023,2,1,2022,101.35
1/31/2023,2023,1,31,2022,100.40
1/30/2023,2023,1,30,2022,102.00
1/27/2023,2023,1,27,2022,102.40
1/26/2023,2023,1,26,2022,101.65
1/25/2023,2023,1,25,2022,101.15
1/24/2023,2023,1,24,2022,102.45
1/23/2023,2023,1,23,2022,101.80
1/20/2023,2023,1,20,2022,99.10
1/19/2023,2023,1,19,2022,100.60
1/18/2023,2023,1,18,2022,98.60
1/17/2023,2023,1,17,2022,98.10
1/16/2023,2023,1,16,2022,98.10
1/13/2023,2023,1,13,2022,97.85
1/12/2023,2023,1,12,2022,100.10
1/11/2023,2023,1,11,2022,100.80
1/10/2023,2023,1,10,2022,102.10
1/9/2023,2023,1,9,2022,101.90
1/6/2023,2023,1,6,2022,99.50
1/5/2023,2023,1,5,2022,97.60
1/4/2023,2023,1,4,2022,99.80
1/3/2023,2023,1,3,2022,100.00
12/30/2022,2022,12,30,2022,99.25
12/29/2022,2022,12,29,2022,99.80
12/28/2022,2022,12,28,2022,101.00
12/23/2022,2022,12,23,2022,101.55
12/22/2022,2022,12,22,2022,105.55
12/21/2022,2022,12,21,2022,105.05
12/20/2022,2022,12,20,2022,101.45
12/19/2022,2022,12,19,2022,99.50
12/16/2022,2022,12,16,2022,98.50
12/15/2022,2022,12,15,2022,99.20
12/14/2022,2022,12,14,2022,99.45
12/13/2022,2022,12,13,2022,97.25
12/12/2022,2022,12,12,2022,98.80
12/9/2022,2022,12,9,2022,98.90
12/8/2022,2022,12,8,2022,99.95
12/7/2022,2022,12,7,2022,102.75
12/6/2022,2022,12,6,2022,102.10
12/5/2022,2022,12,5,2022,101.35
12/2/2022,2022,12,2,2022,103.10
12/1/2022,2022,12,1,2022,102.90
11/30/2022,2022,11,30,2022,99.10
11/29/2022,2022,11,29,2022,97.50
11/28/2022,2022,11,28,2022,98.70
11/25/2022,2022,11,25,2022,101.35
11/24/2022,2022,11,24,2022,101.35
11/23/2022,2022,11,23,2022,100.95
11/22/2022,2022,11,22,2022,98.45
11/21/2022,2022,11,21,2022,102.45
11/18/2022,2022,11,18,2022,104.05
11/17/2022,2022,11,17,2022,105.40
11/16/2022,2022,11,16,2022,105.75
11/15/2022,2022,11,15,2022,102.55
11/14/2022,2022,11,14,2022,105.30
11/11/2022,2022,11,11,2022,103.55
11/10/2022,2022,11,10,2022,103.55
11/9/2022,2022,11,9,2022,104.50
11/8/2022,2022,11,8,2022,104.50
11/7/2022,2022,11,7,2022,104.10
11/4/2022,2022,11,4,2022,100.10
11/3/2022,2022,11,3,2022,96.20
11/2/2022,2022,11,2,2022,92.20
11/1/2022,2022,11,1,2022,89.20
10/31/2022,2022,10,31,2022,89.50
10/28/2022,2022,10,28,2022,92.50
10/27/2022,2022,10,27,2022,95.25
10/26/2022,2022,10,26,2022,95.95
10/25/2022,2022,10,25,2022,93.75
10/24/2022,2022,10,24,2022,96.75
10/20/2022,2022,10,20,2022,95.80
10/19/2022,2022,10,19,2022,99.80
10/18/2022,2022,10,18,2022,100.95
10/17/2022,2022,10,17,2022,100.95
10/13/2022,2022,10,13,2022,102.65
10/12/2022,2022,10,12,2022,106.65
10/11/2022,2022,10,11,2022,106.15
10/10/2022,2022,10,10,2022,102.55
10/7/2022,2022,10,7,2022,101.30
10/6/2022,2022,10,6,2022,101.70
10/5/2022,2022,10,5,2022,106.70
10/3/2022,2022,10,3,2022,104.00
10/3/2022,2022,10,3,2022,104.00
10/3/2022,2022,10,3,2022,104.00
10/3/2022,2022,10,3,2022,104.00
9/30/2022,2022,9,30,2022,103.80
9/29/2022,2022,9,29,2022,107.10
9/28/2022,2022,9,28,2022,106.70
9/27/2022,2022,9,27,2022,106.95
9/26/2022,2022,9,26,2022,110.85
9/23/2022,2022,9,23,2022,114.85
9/22/2022,2022,9,22,2022,115.35
9/21/2022,2022,9,21,2022,111.95
9/20/2022,2022,9,20,2022,114.60
9/16/2022,2022,9,16,2022,121.75
9/15/2022,2022,9,15,2022,121.25
9/14/2022,2022,9,14,2022,120.85
9/13/2022,2022,9,13,2022,124.25
9/12/2022,2022,9,12,2022,123.40
9/9/2022,2022,9,9,2022,122.40
9/8/2022,2022,9,8,2022,120.15
9/7/2022,2022,9,7,2022,122.05
9/6/2022,2022,9,6,2022,121.60
9/5/2022,2022,9,5,2022,121.60
9/2/2022,2022,9,2,2022,126.60
9/1/2022,2022,9,1,2022,131.60
8/31/2022,2022,8,31,2021,130.60
8/30/2022,2022,8,30,2021,135.25
8/26/2022,2022,8,26,2021,132.25
8/25/2022,2022,8,25,2021,132.25
8/24/2022,2022,8,24,2021,130.50
8/23/2022,2022,8,23,2021,132.50
8/22/2022,2022,8,22,2021,134.25
8/19/2022,2022,8,19,2021,131.00
8/18/2022,2022,8,18,2021,131.65
8/17/2022,2022,8,17,2021,134.90
8/16/2022,2022,8,16,2021,131.75
8/15/2022,2022,8,15,2021,126.75
8/12/2022,2022,8,12,2021,122.75
8/11/2022,2022,8,11,2021,119.20
8/10/2022,2022,8,10,2021,117.20
8/9/2022,2022,8,9,2021,113.90
8/8/2022,2022,8,8,2021,114.40
8/5/2022,2022,8,5,2021,113.10
8/4/2022,2022,8,4,2021,112.85
8/3/2022,2022,8,3,2021,113.25
8/2/2022,2022,8,2,2021,112.30
8/1/2022,2022,8,1,2021,114.60
7/29/2022,2022,7,29,2021,131.40
7/28/2022,2022,7,28,2021,130.40
7/27/2022,2022,7,27,2021,129.90
7/26/2022,2022,7,26,2021,127.20
7/25/2022,2022,7,25,2021,127.20
7/22/2022,2022,7,22,2021,128.30
7/21/2022,2022,7,21,2021,129.80
7/20/2022,2022,7,20,2021,129.30
7/19/2022,2022,7,19,2021,130.00
7/18/2022,2022,7,18,2021,126.75
7/15/2022,2022,7,15,2021,121.75
7/14/2022,2022,7,14,2021,126.55
7/13/2022,2022,7,13,2021,129.75
7/12/2022,2022,7,12,2021,134.55
7/11/2022,2022,7,11,2021,135.95
7/8/2022,2022,7,8,2021,132.20
7/7/2022,2022,7,7,2021,129.00
7/6/2022,2022,7,6,2021,134.00
7/5/2022,2022,7,5,2021,138.40
7/4/2022,2022,7,4,2021,138.60
7/1/2022,2022,7,1,2021,140.60
6/30/2022,2022,6,30,2021,139.30
6/29/2022,2022,6,29,2021,135.50
6/28/2022,2022,6,28,2021,136.00
6/27/2022,2022,6,27,2021,140.20
6/24/2022,2022,6,24,2021,144.30
6/23/2022,2022,6,23,2021,150.50
6/22/2022,2022,6,22,2021,156.50
6/21/2022,2022,6,21,2021,161.30
6/20/2022,2022,6,20,2021,161.30
6/17/2022,2022,6,17,2021,161.30
6/16/2022,2022,6,16,2021,161.05
6/15/2022,2022,6,15,2021,161.30
6/14/2022,2022,6,14,2021,163.55
6/13/2022,2022,6,13,2021,163.05
6/10/2022,2022,6,10,2021,164.55
6/9/2022,2022,6,9,2021,159.10
6/8/2022,2022,6,8,2021,155.35
6/7/2022,2022,6,7,2021,156.10
6/6/2022,2022,6,6,2021,156.20
6/1/2022,2022,6,1,2021,156.95
5/31/2022,2022,5,31,2021,157.45
5/30/2022,2022,5,30,2021,157.45
5/27/2022,2022,5,27,2021,158.70
5/26/2022,2022,5,26,2021,163.20
5/25/2022,2022,5,25,2021,159.70
5/24/2022,2022,5,24,2021,161.00
5/23/2022,2022,5,23,2021,160.60
5/20/2022,2022,5,20,2021,166.20
5/19/2022,2022,5,19,2021,163.00
5/18/2022,2022,5,18,2021,167.00
5/17/2022,2022,5,17,2021,169.45
5/16/2022,2022,5,16,2021,163.95
5/13/2022,2022,5,13,2021,164.20
5/12/2022,2022,5,12,2021,162.20
5/11/2022,2022,5,11,2021,161.70
5/10/2022,2022,5,10,2021,161.70
5/9/2022,2022,5,9,2021,162.45
5/6/2022,2022,5,6,2021,167.45
5/5/2022,2022,5,5,2021,173.45
5/4/2022,2022,5,4,2021,168.70
5/3/2022,2022,5,3,2021,169.30
4/29/2022,2022,4,29,2021,166.05
4/28/2022,2022,4,28,2021,159.05
4/27/2022,2022,4,27,2021,154.25
4/26/2022,2022,4,26,2021,154.00
4/25/2022,2022,4,25,2021,154.50
4/22/2022,2022,4,22,2021,156.50
4/21/2022,2022,4,21,2021,157.20
4/20/2022,2022,4,20,2021,156.70
4/19/2022,2022,4,19,2021,161.70
4/14/2022,2022,4,14,2021,159.90
4/13/2022,2022,4,13,2021,155.90
4/12/2022,2022,4,12,2021,151.90
4/11/2022,2022,4,11,2021,149.40
4/8/2022,2022,4,8,2021,150.05
4/7/2022,2022,4,7,2021,152.30
4/6/2022,2022,4,6,2021,153.95
4/5/2022,2022,4,5,2021,154.30
4/4/2022,2022,4,4,2021,151.05
4/1/2022,2022,4,1,2021,152.30
3/31/2022,2022,3,31,2021,156.55
3/30/2022,2022,3,30,2021,153.55
3/29/2022,2022,3,29,2021,155.75
3/28/2022,2022,3,28,2021,152.75
3/25/2022,2022,3,25,2021,147.75
3/24/2022,2022,3,24,2021,146.75
3/23/2022,2022,3,23,2021,146.75
3/22/2022,2022,3,22,2021,146.75
3/21/2022,2022,3,21,2021,143.50
3/18/2022,2022,3,18,2021,138.50
3/17/2022,2022,3,17,2021,136.45
3/16/2022,2022,3,16,2021,135.25
3/15/2022,2022,3,15,2021,135.45
3/14/2022,2022,3,14,2021,137.60
3/11/2022,2022,3,11,2021,133.45
3/10/2022,2022,3,10,2021,134.05
3/9/2022,2022,3,9,2021,134.55
3/8/2022,2022,3,8,2021,133.60
3/7/2022,2022,3,7,2021,133.15
3/4/2022,2022,3,4,2021,135.55
3/3/2022,2022,3,3,2021,134.45
3/2/2022,2022,3,2,2021,138.70
3/1/2022,2022,3,1,2021,135.05
2/28/2022,2022,2,28,2021,134.65
2/25/2022,2022,2,25,2021,135.20
2/24/2022,2022,2,24,2021,137.40
2/23/2022,2022,2,23,2021,136.50
2/22/2022,2022,2,22,2021,137.20
2/21/2022,2022,2,21,2021,137.20
2/18/2022,2022,2,18,2021,135.70
2/17/2022,2022,2,17,2021,135.70
2/16/2022,2022,2,16,2021,136.95
2/15/2022,2022,2,15,2021,136.95
2/14/2022,2022,2,14,2021,139.20
2/11/2022,2022,2,11,2021,139.70
2/10/2022,2022,2,10,2021,140.40
2/9/2022,2022,2,9,2021,141.05
2/8/2022,2022,2,8,2021,139.65
2/7/2022,2022,2,7,2021,140.80
2/4/2022,2022,2,4,2021,141.50
2/3/2022,2022,2,3,2021,140.15
2/2/2022,2022,2,2,2021,141.10
2/1/2022,2022,2,1,2021,141.10
1/31/2022,2022,1,31,2021,137.70
1/28/2022,2022,1,28,2021,135.85
1/27/2022,2022,1,27,2021,136.45
1/26/2022,2022,1,26,2021,135.10
1/25/2022,2022,1,25,2021,134.60
1/24/2022,2022,1,24,2021,134.80
1/21/2022,2022,1,21,2021,136.70
1/20/2022,2022,1,20,2021,137.50
1/19/2022,2022,1,19,2021,134.55
1/18/2022,2022,1,18,2021,133.10
1/17/2022,2022,1,17,2021,133.10
1/14/2022,2022,1,14,2021,130.45
1/13/2022,2022,1,13,2021,131.15
1/12/2022,2022,1,12,2021,129.55
1/11/2022,2022,1,11,2021,128.65
1/10/2022,2022,1,10,2021,128.15
1/7/2022,2022,1,7,2021,127.20
1/6/2022,2022,1,6,2021,128.50
1/5/2022,2022,1,5,2021,128.50
1/4/2022,2022,1,4,2021,125.05
12/31/2021,2021,12,31,2021,127.20
12/30/2021,2021,12,30,2021,125.85
12/29/2021,2021,12,29,2021,122.85
12/24/2021,2021,12,24,2021,121.85
12/23/2021,2021,12,23,2021,121.60
12/22/2021,2021,12,22,2021,120.20
12/21/2021,2021,12,21,2021,118.35
12/20/2021,2021,12,20,2021,119.95
12/17/2021,2021,12,17,2021,122.40
12/16/2021,2021,12,16,2021,118.65
12/15/2021,2021,12,15,2021,118.70
12/14/2021,2021,12,14,2021,119.60
12/13/2021,2021,12,13,2021,119.00
12/10/2021,2021,12,10,2021,119.25
12/9/2021,2021,12,9,2021,119.50
12/8/2021,2021,12,8,2021,119.00
12/7/2021,2021,12,7,2021,119.35
12/6/2021,2021,12,6,2021,116.50
12/3/2021,2021,12,3,2021,116.00
12/2/2021,2021,12,2,2021,116.50
12/1/2021,2021,12,1,2021,118.55
12/1/2021,2021,12,1,2021,118.55
11/30/2021,2021,11,30,2021,123.05
11/29/2021,2021,11,29,2021,123.30
11/26/2021,2021,11,26,2021,127.30
11/25/2021,2021,11,25,2021,127.30
11/24/2021,2021,11,24,2021,127.30
11/23/2021,2021,11,23,2021,127.50
11/22/2021,2021,11,22,2021,127.90
11/19/2021,2021,11,19,2021,126.65
11/18/2021,2021,11,18,2021,128.45
11/17/2021,2021,11,17,2021,126.85
11/16/2021,2021,11,16,2021,126.45
11/15/2021,2021,11,15,2021,126.95
11/12/2021,2021,11,12,2021,127.50
11/11/2021,2021,11,11,2021,127.25
11/10/2021,2021,11,10,2021,127.55
11/9/2021,2021,11,9,2021,125.75
11/8/2021,2021,11,8,2021,125.75
11/5/2021,2021,11,5,2021,125.45
11/4/2021,2021,11,4,2021,127.95
11/3/2021,2021,11,3,2021,126.45
11/2/2021,2021,11,2,2021,127.70
11/1/2021,2021,11,1,2021,123.60
10/29/2021,2021,10,29,2021,123.10
10/28/2021,2021,10,28,2021,119.95
10/27/2021,2021,10,27,2021,118.20
10/26/2021,2021,10,26,2021,117.60
10/25/2021,2021,10,25,2021,117.40
10/22/2021,2021,10,22,2021,115.35
10/21/2021,2021,10,21,2021,119.85
10/20/2021,2021,10,20,2021,117.05
10/19/2021,2021,10,19,2021,116.20
10/18/2021,2021,10,18,2021,116.35
10/15/2021,2021,10,15,2021,116.20
10/14/2021,2021,10,14,2021,113.05
10/13/2021,2021,10,13,2021,115.30
10/12/2021,2021,10,12,2021,118.70
10/11/2021,2021,10,11,2021,119.25
10/8/2021,2021,10,8,2021,120.05
10/7/2021,2021,10,7,2021,119.50
10/6/2021,2021,10,6,2021,117.90
10/5/2021,2021,10,5,2021,114.50
10/4/2021,2021,10,4,2021,113.90
10/1/2021,2021,10,1,2021,115.65
9/30/2021,2021,9,30,2021,112.15
9/29/2021,2021,9,29,2021,110.15
9/28/2021,2021,9,28,2021,108.15
9/27/2021,2021,9,27,2021,105.95
9/24/2021,2021,9,24,2021,102.65
9/23/2021,2021,9,23,2021,101.25
9/22/2021,2021,9,22,2021,100.35
9/21/2021,2021,9,21,2021,99.35
9/20/2021,2021,9,20,2021,102.15
9/17/2021,2021,9,17,2021,102.30
9/16/2021,2021,9,16,2021,103.05
9/15/2021,2021,9,15,2021,103.30
9/14/2021,2021,9,14,2021,102.40
9/13/2021,2021,9,13,2021,103.15
9/10/2021,2021,9,10,2021,102.90
9/9/2021,2021,9,9,2021,103.65
9/8/2021,2021,9,8,2021,103.65
9/7/2021,2021,9,7,2021,103.65
9/6/2021,2021,9,6,2021,103.65
9/3/2021,2021,9,3,2021,103.00
9/2/2021,2021,9,2,2021,102.00
9/1/2021,2021,9,1,2021,102.15
8/31/2021,2021,8,31,2020,103.75
8/27/2021,2021,8,27,2020,103.65
8/26/2021,2021,8,26,2020,103.90
8/25/2021,2021,8,25,2020,103.30
8/24/2021,2021,8,24,2020,102.15
8/23/2021,2021,8,23,2020,101.80
8/20/2021,2021,8,20,2020,101.50
8/19/2021,2021,8,19,2020,103.35
8/18/2021,2021,8,18,2020,103.25
8/17/2021,2021,8,17,2020,102.75
8/16/2021,2021,8,16,2020,102.75
8/13/2021,2021,8,13,2020,101.85
8/12/2021,2021,8,12,2020,99.95
8/11/2021,2021,8,11,2020,100.95
8/10/2021,2021,8,10,2020,99.55
8/9/2021,2021,8,9,2020,100.30
8/6/2021,2021,8,6,2020,99.30
8/5/2021,2021,8,5,2020,98.90
8/4/2021,2021,8,4,2020,98.40
8/3/2021,2021,8,3,2020,98.15
8/2/2021,2021,8,2,2020,97.90
7/30/2021,2021,7,30,2020,100.25
7/29/2021,2021,7,29,2020,100.25
7/28/2021,2021,7,28,2020,100.00
7/27/2021,2021,7,27,2020,99.30
7/26/2021,2021,7,26,2020,99.30
7/23/2021,2021,7,23,2020,99.50
7/22/2021,2021,7,22,2020,98.25
7/21/2021,2021,7,21,2020,98.00
7/20/2021,2021,7,20,2020,96.20
7/19/2021,2021,7,19,2020,98.80
7/16/2021,2021,7,16,2020,97.95
7/15/2021,2021,7,15,2020,98.70
7/14/2021,2021,7,14,2020,97.50
7/13/2021,2021,7,13,2020,97.25
7/12/2021,2021,7,12,2020,96.80
7/9/2021,2021,7,9,2020,96.05
7/8/2021,2021,7,8,2020,96.80
7/7/2021,2021,7,7,2020,96.60
7/6/2021,2021,7,6,2020,96.20
7/5/2021,2021,7,5,2020,96.20
7/2/2021,2021,7,2,2020,95.20
7/1/2021,2021,7,1,2020,94.30
6/30/2021,2021,6,30,2020,96.70
6/29/2021,2021,6,29,2020,96.60
6/28/2021,2021,6,28,2020,96.35
6/25/2021,2021,6,25,2020,95.95
6/24/2021,2021,6,24,2020,96.20
6/23/2021,2021,6,23,2020,94.95
6/22/2021,2021,6,22,2020,94.45
6/21/2021,2021,6,21,2020,94.45
6/18/2021,2021,6,18,2020,93.20
6/17/2021,2021,6,17,2020,94.85
6/16/2021,2021,6,16,2020,95.60
6/15/2021,2021,6,15,2020,94.85
6/14/2021,2021,6,14,2020,96.20
6/11/2021,2021,6,11,2020,96.45
6/10/2021,2021,6,10,2020,95.55
6/9/2021,2021,6,9,2020,94.05
6/8/2021,2021,6,8,2020,93.20
6/7/2021,2021,6,7,2020,93.50
6/4/2021,2021,6,4,2020,92.20
6/3/2021,2021,6,3,2020,91.70
6/2/2021,2021,6,2,2020,92.20
6/1/2021,2021,6,1,2020,89.90
5/28/2021,2021,5,28,2020,89.70
5/27/2021,2021,5,27,2020,89.10
5/26/2021,2021,5,26,2020,89.30
5/25/2021,2021,5,25,2020,89.15
5/24/2021,2021,5,24,2020,89.05
5/21/2021,2021,5,21,2020,87.70
5/20/2021,2021,5,20,2020,88.95
5/19/2021,2021,5,19,2020,89.95
5/18/2021,2021,5,18,2020,88.00
5/17/2021,2021,5,17,2020,88.00
5/14/2021,2021,5,14,2020,90.15
5/13/2021,2021,5,13,2020,93.40
5/12/2021,2021,5,12,2020,92.90
5/11/2021,2021,5,11,2020,93.60
5/10/2021,2021,5,10,2020,94.75
5/7/2021,2021,5,7,2020,95.50
5/6/2021,2021,5,6,2020,92.30
5/5/2021,2021,5,5,2020,92.30
5/4/2021,2021,5,4,2020,93.05
4/30/2021,2021,4,30,2020,91.90
4/29/2021,2021,4,29,2020,94.90
4/28/2021,2021,4,28,2020,96.90
4/27/2021,2021,4,27,2020,95.10
4/26/2021,2021,4,26,2020,94.70
4/23/2021,2021,4,23,2020,91.95
4/22/2021,2021,4,22,2020,92.20
4/21/2021,2021,4,21,2020,91.20
4/20/2021,2021,4,20,2020,90.80
4/19/2021,2021,4,19,2020,91.00
4/16/2021,2021,4,16,2020,92.25
4/15/2021,2021,4,15,2020,91.50
4/14/2021,2021,4,14,2020,89.10
4/13/2021,2021,4,13,2020,87.40
4/12/2021,2021,4,12,2020,89.50
4/9/2021,2021,4,9,2020,88.50
4/8/2021,2021,4,8,2020,86.60
4/7/2021,2021,4,7,2020,86.35
4/6/2021,2021,4,6,2020,85.10
4/1/2021,2021,4,1,2020,87.65
3/31/2021,2021,3,31,2020,87.40
3/30/2021,2021,3,30,2020,87.20
3/29/2021,2021,3,29,2020,87.10
3/26/2021,2021,3,26,2020,85.10
3/25/2021,2021,3,25,2020,88.50
3/24/2021,2021,3,24,2020,89.50
3/23/2021,2021,3,23,2020,90.50
3/22/2021,2021,3,22,2020,90.50
3/19/2021,2021,3,19,2020,91.25
3/18/2021,2021,3,18,2020,92.25
3/17/2021,2021,3,17,2020,92.75
3/16/2021,2021,3,16,2020,92.50
3/15/2021,2021,3,15,2020,93.25
3/12/2021,2021,3,12,2020,94.00
3/11/2021,2021,3,11,2020,91.15
3/10/2021,2021,3,10,2020,90.15
3/9/2021,2021,3,9,2020,93.65
3/8/2021,2021,3,8,2020,93.15
3/5/2021,2021,3,5,2020,92.60
3/4/2021,2021,3,4,2020,93.65
3/3/2021,2021,3,3,2020,96.15
3/2/2021,2021,3,2,2020,96.75
3/1/2021,2021,3,1,2020,94.35
2/26/2021,2021,2,26,2020,95.10
2/25/2021,2021,2,25,2020,98.50
2/24/2021,2021,2,24,2020,97.60
2/23/2021,2021,2,23,2020,97.35
2/22/2021,2021,2,22,2020,95.60
2/19/2021,2021,2,19,2020,95.40
2/18/2021,2021,2,18,2020,95.10
2/17/2021,2021,2,17,2020,94.60
2/16/2021,2021,2,16,2020,93.80
2/15/2021,2021,2,15,2020,93.80
2/12/2021,2021,2,12,2020,93.00
2/11/2021,2021,2,11,2020,91.25
2/10/2021,2021,2,10,2020,93.20
2/9/2021,2021,2,9,2020,91.10
2/8/2021,2021,2,8,2020,89.50
2/5/2021,2021,2,5,2020,90.90
2/4/2021,2021,2,4,2020,87.70
2/3/2021,2021,2,3,2020,87.45
2/2/2021,2021,2,2,2020,86.90
2/1/2021,2021,2,1,2020,87.35
1/29/2021,2021,1,29,2020,86.60
1/28/2021,2021,1,28,2020,87.55
1/27/2021,2021,1,27,2020,88.35
1/26/2021,2021,1,26,2020,88.85
1/25/2021,2021,1,25,2020,88.10
1/22/2021,2021,1,22,2020,89.10
1/21/2021,2021,1,21,2020,88.10
1/20/2021,2021,1,20,2020,87.60
1/19/2021,2021,1,19,2020,87.10
1/18/2021,2021,1,18,2020,87.10
1/15/2021,2021,1,15,2020,87.60
1/14/2021,2021,1,14,2020,87.35
1/13/2021,2021,1,13,2020,88.10
1/12/2021,2021,1,12,2020,86.90
1/11/2021,2021,1,11,2020,86.30
1/8/2021,2021,1,8,2020,86.30
1/7/2021,2021,1,7,2020,86.55
1/6/2021,2021,1,6,2020,86.80
1/5/2021,2021,1,5,2020,85.60
1/4/2021,2021,1,4,2020,84.75
12/31/2020,2020,12,31,2020,84.60
12/30/2020,2020,12,30,2020,83.60
12/29/2020,2020,12,29,2020,82.85
12/24/2020,2020,12,24,2020,82.65
